2019, 1845, 2353
2079, 1841, 2348
2078, 1837, 2335
2087, 1851, 2327
2115, 1863, 2337
2127, 1860, 2365
2135, 1878, 2375
2087, 1885, 2363
2070, 1915, 2353
2091, 1908, 2342
2069, 1939, 2349
2063, 1941, 2305
2096, 1954, 2280
2128, 1967, 2314
2177, 1959, 2383
2189, 1983, 2433
2147, 1914, 2404
2130, 1916, 2415
2118, 1969, 2337
2067, 1941, 2401
2092, 1968, 2404
2188, 1939, 2465
2132, 1979, 2459
2144, 1926, 2401
2207, 1866, 2413
2155, 1853, 2403
2125, 1871, 2416
2096, 1875, 2406
2066, 1900, 2402
2033, 1940, 2431
2032, 1935, 2455
2054, 1936, 2465
2064, 1929, 2432
2089, 1919, 2417
2085, 1924, 2446
2073, 1921, 2448
2064, 1947, 2442
2091, 1940, 2466
2080, 1942, 2470
2062, 1951, 2441
2064, 1935, 2403
2083, 1914, 2382
2094, 1936, 2416
2103, 1929, 2419
2079, 1936, 2431
2070, 1928, 2427
2075, 1933, 2418
2059, 1937, 2405
2055, 1937, 2409
2034, 1922, 2426
2059, 1926, 2407
2095, 1920, 2415
2129, 1904, 2448
2107, 1911, 2413
2117, 1920, 2393
2143, 1921, 2425
2156, 1928, 2425
2135, 1943, 2386
2096, 1919, 2362
2095, 1917, 2338
2096, 1904, 2369
2097, 1934, 2379
2141, 1904, 2436
2131, 1933, 2448
2139, 1936, 2495
2160, 1982, 2445
2067, 1982, 2348
2046, 1946, 2315
2113, 1924, 2343
2118, 1942, 2354
2127, 1913, 2345
2114, 1928, 2348
2099, 1932, 2352
2107, 1911, 2355
2115, 1933, 2383
2097, 1926, 2373
2074, 1915, 2362
2097, 1935, 2372
2097, 1946, 2369
2094, 1946, 2319
2111, 1936, 2320
2129, 1957, 2310
2139, 1925, 2299
2149, 1904, 2276
2104, 1877, 2271
2031, 1921, 2270
1983, 1930, 2222
1967, 1935, 2112
1999, 1904, 2080
2054, 1919, 1955
2103, 1889, 1875
2137, 1883, 1803
2160, 1872, 1741
2160, 1871, 1712
2158, 1927, 1783
2200, 2027, 2084
2188, 2128, 2406
2138, 2175, 2650
2074, 2205, 2887
2011, 2239, 2992
2029, 2224, 2995
2059, 2155, 3035
2045, 2153, 3046
1989, 2205, 3212
1920, 2249, 3354
1922, 2331, 3781
1939, 2416, 4095
1843, 2422, 3844
1947, 2363, 3373
2101, 2208, 2927
2125, 2199, 2514
2107, 2156, 2343
2067, 2091, 2056
1894, 2029, 1769
1803, 1941, 1506
1743, 1923, 1279
1714, 1963, 1083
1776, 1845, 941
1885, 1739, 837
1937, 1699, 784
1993, 1696, 854
2099, 1819, 1081
2192, 1973, 1490
2262, 2151, 2235
2096, 2319, 2880
1899, 2417, 3431
1997, 2307, 4043
2180, 2197, 4095
2422, 2101, 4095
2923, 1632, 4095
2190, 2142, 4095
2189, 2132, 4095
2181, 2086, 3826
2034, 2141, 3664
1946, 2147, 3205
2034, 2134, 2885
2131, 2069, 2558
2097, 2069, 2250
1958, 1977, 1838
1981, 1968, 1575
1955, 1929, 1251
1968, 1840, 932
1837, 1796, 688
2002, 1667, 784
2066, 1607, 783
2070, 1729, 850
2067, 1737, 1021
2037, 1841, 1205
2009, 2035, 1551
1938, 2255, 2061
1823, 2323, 2590
1610, 2431, 3149
1458, 2434, 3831
1486, 2405, 4095
1767, 2337, 4095
2055, 2239, 4095
2195, 2192, 4095
2202, 2122, 4095
2117, 2121, 4095
1999, 2167, 3722
1910, 2203, 3335
1799, 2224, 3029
1803, 2228, 2799
1872, 2190, 2416
1977, 2150, 2060
2097, 2112, 1899
1988, 2006, 1588
1855, 1975, 1299
1807, 1971, 1072
1765, 1909, 814
1810, 1823, 701
1958, 1737, 765
2113, 1703, 811
2176, 1776, 1006
2224, 1865, 1275
2239, 2112, 1777
2144, 2288, 2340
2045, 2327, 3028
1694, 2469, 4075
1481, 2446, 4095
1515, 2368, 4095
1673, 2163, 4095
1845, 2101, 4095
1875, 2105, 4095
1844, 2129, 4095
1811, 2171, 3733
1808, 2241, 3253
1904, 2203, 2851
2022, 2170, 2439
2112, 2146, 2105
2091, 2017, 1705
2015, 1952, 1312
1889, 1893, 933
1991, 2061, 812
1776, 1968, 647
2086, 1623, 694
2079, 1665, 645
1889, 1936, 785
2053, 1823, 1168
2193, 2034, 1451
