2336, 1895, 4095
2117, 1875, 4095
1965, 1983, 4095
1920, 2064, 4095
1978, 2006, 3552
1963, 1968, 2973
1819, 1986, 2442
1507, 1970, 1972
1265, 1984, 1590
1215, 1993, 1309
1297, 2019, 1296
1439, 1975, 1230
1699, 1925, 1169
1744, 1964, 1136
1798, 2111, 1159
2144, 2320, 1549
2309, 2478, 2311
2305, 2586, 3202
2190, 2502, 4095
1991, 2433, 4095
1968, 2410, 4095
1953, 2334, 4095
1894, 2262, 3760
1691, 2145, 3082
1437, 2046, 2599
1263, 1952, 2221
1159, 1927, 1837
1270, 1971, 1520
1613, 1925, 1424
1859, 1833, 1456
2033, 1819, 1189
2064, 1875, 963
2058, 1974, 987
2166, 2242, 1456
2288, 2423, 2559
2346, 2321, 4027
2137, 2206, 4095
1872, 2034, 4095
1750, 2125, 4095
1683, 2162, 3287
1452, 2135, 3003
1367, 2095, 2817
1383, 2088, 2535
1332, 2064, 2209
1230, 2046, 1898
1312, 2032, 1643
1455, 1987, 1509
1530, 1925, 1360
1584, 1859, 1235
1587, 1882, 1238
1703, 1936, 1371
1819, 2071, 1475
2000, 2259, 2099
2181, 2288, 3135
2101, 2081, 4095
1869, 1914, 4095
1806, 1869, 4095
1776, 1952, 4095
1871, 2057, 4095
1922, 2039, 3796
1983, 2046, 3057
1968, 2018, 2516
1715, 2013, 2065
1520, 1977, 1622
1434, 2021, 1278
1501, 2018, 987
1845, 1953, 993
2042, 1831, 1033
1888, 1797, 1019
1699, 1815, 944
1609, 1880, 943
1605, 2022, 1093
1931, 2236, 1739
2095, 2480, 2368
2153, 2416, 3907
2139, 2191, 4095
2065, 2045, 4095
2065, 1979, 4095
2167, 2117, 4095
2267, 2171, 4095
2207, 2123, 3376
2000, 2063, 2838
1791, 1993, 2318
1525, 1966, 1917
1423, 1897, 1605
1408, 1923, 1349
1488, 2000, 1232
1731, 1946, 1174
1959, 1871, 1072
2025, 1889, 989
2006, 1987, 928
2035, 2145, 1135
2133, 2396, 1637
2058, 2622, 2339
1882, 2646, 3063
1791, 2534, 4095
1732, 2437, 4095
1911, 2278, 4095
1931, 2347, 4095
1623, 2352, 4095
1265, 2362, 3662
1075, 2242, 3251
1057, 2224, 2890
1038, 2192, 2590
994, 2171, 2202
1092, 2148, 1900
1298, 2096, 1637
1437, 2037, 1450
1567, 1998, 1311
1649, 1965, 1166
1760, 1879, 1053
1968, 1847, 976
1998, 1925, 874
1980, 2191, 1023
1988, 2475, 1830
2071, 2448, 3001
2059, 2267, 4095
2029, 2037, 4095
1968, 1754, 4095
1840, 1872, 4095
1830, 2061, 4095
1952, 2094, 4095
1965, 2096, 3420
1872, 2113, 2827
1669, 2103, 2236
1394, 2085, 1741
1296, 2062, 1231
1170, 2113, 593
1529, 1879, 711
1707, 1798, 967
1534, 1817, 944
1447, 1886, 682
1530, 1917, 843
1533, 2147, 1123
1695, 2421, 1950
1855, 2594, 2718
2199, 2392, 4095
2384, 2160, 4095
2266, 2058, 4095
2195, 2026, 4095
2246, 2129, 4095
2289, 2112, 4095
2047, 2067, 3664
1835, 2070, 2977
1646, 2079, 2336
1583, 1999, 1875
1447, 2000, 1507
1377, 1986, 1231
1394, 1995, 1090
1585, 1963, 1079
1833, 1782, 1070
1743, 1818, 935
1609, 1935, 769
1695, 2029, 883
1969, 2207, 1421
2026, 2544, 2030
2112, 2475, 3345
1970, 2322, 4095
1869, 2096, 4095
1877, 2006, 4095
1774, 2115, 4095
1872, 2168, 4095
1921, 2153, 4005
1874, 2077, 3136
1807, 2041, 2411
1605, 2023, 1861
1431, 2000, 1443
1198, 1951, 1096
1170, 1984, 1037
1422, 1903, 1127
1649, 1809, 1051
1523, 1798, 883
1440, 1843, 759
1519, 2000, 794
1856, 2188, 1246
2062, 2502, 1797
1970, 2699, 2961
1991, 2329, 4095
1972, 2141, 4095
1968, 1975, 4095
1875, 2039, 4095
1776, 2139, 4095
1827, 2163, 4069
1793, 2097, 3152
1725, 2078, 2433
1584, 2043, 1827
1373, 1967, 1404
1136, 1927, 997
999, 2032, 838
1378, 1846, 1118
1601, 1776, 1168
1440, 1797, 1079
1343, 1913, 978
1441, 2021, 874
1861, 2189, 1262
2023, 2464, 1820
2074, 2599, 2820
2155, 2315, 4095
2142, 2151, 4095
2128, 2063, 4095
