1726, 2228, 2078
1909, 2465, 1600
2045, 2704, 1424
2078, 2787, 1446
2093, 2554, 1694
1693, 2320, 2054
1713, 2059, 2228
1641, 2021, 2486
1494, 2032, 2803
1493, 1974, 3143
1488, 1917, 3419
1554, 1911, 3632
1456, 1791, 3430
1473, 1845, 3107
1535, 1942, 2860
1775, 2061, 2641
1889, 2057, 2369
1689, 2157, 2193
1744, 2190, 2009
1806, 2260, 1851
1818, 2330, 1776
1734, 2325, 1818
1669, 2238, 1968
1575, 2128, 2207
1383, 2066, 2494
1333, 1950, 2715
1231, 1795, 2901
1139, 1703, 3078
1072, 1643, 3207
1068, 1607, 3234
1101, 1584, 3077
1247, 1599, 2837
1459, 1621, 2647
1581, 1702, 2436
1776, 1913, 2201
1969, 2171, 1775
2181, 2429, 1363
2323, 2651, 1099
2318, 2699, 1104
2171, 2534, 1483
1997, 2263, 1895
1676, 2035, 2371
1387, 1771, 2779
1456, 1725, 3184
1104, 1904, 3569
1072, 2035, 3853
1041, 1942, 3853
1072, 1791, 3597
1193, 1781, 3341
1392, 1808, 3032
1535, 1883, 2806
1633, 2087, 2532
1791, 2288, 1981
1987, 2448, 1591
2267, 2707, 1233
2493, 2864, 1111
2516, 2791, 1199
2304, 2620, 1465
2107, 2423, 1811
1744, 2299, 2299
1367, 2128, 2710
1249, 1998, 3011
1172, 2062, 3511
1169, 2037, 3794
1141, 1904, 3873
1248, 1905, 3823
1318, 1874, 3408
1746, 2153, 3124
1827, 2290, 2761
1950, 2349, 2416
1991, 2434, 2160
2026, 2454, 1744
2179, 2657, 1677
2083, 2661, 1686
1882, 2515, 1819
1770, 2337, 2074
1738, 2164, 2275
1661, 2074, 2499
1543, 2097, 2827
1677, 2066, 2966
1803, 1999, 2907
2127, 2122, 2895
2263, 2206, 2707
2189, 2253, 2650
2238, 2187, 2535
2301, 2190, 2289
2018, 2432, 2201
1830, 2544, 2153
1680, 2486, 2159
1551, 2384, 2263
1409, 2342, 2437
1422, 2319, 2647
1710, 2254, 2766
1714, 2363, 2998
1807, 2458, 3085
1990, 2493, 2911
2083, 2526, 2807
2230, 2494, 2578
2264, 2640, 2362
2276, 2710, 2224
2003, 2649, 2015
1665, 2499, 1940
1613, 2290, 1997
1668, 2204, 1958
1707, 2307, 2186
1808, 2370, 2511
1952, 2224, 2911
1974, 2082, 3085
2173, 2001, 3120
2207, 1958, 3187
2159, 1982, 3167
2023, 2155, 2854
2108, 2257, 2645
1997, 2224, 2020
2043, 2439, 1655
2042, 2608, 1403
1951, 2679, 1311
1895, 2688, 1328
1915, 2651, 1533
1874, 2542, 1777
1815, 2389, 2071
1707, 2315, 2403
1564, 2212, 3019
1485, 2115, 3627
1699, 2087, 4043
1761, 1974, 3972
1689, 1985, 3772
1615, 2105, 3358
1567, 2135, 2976
1581, 2223, 2473
1808, 2413, 1968
2038, 2571, 1602
2080, 2663, 1441
1959, 2655, 1487
1904, 2576, 1659
1945, 2463, 1885
2053, 2314, 1999
1913, 2304, 2214
1969, 2331, 2467
1885, 2282, 2765
1762, 2256, 3051
1894, 2251, 3295
1827, 2119, 3271
1770, 2105, 3200
1776, 2144, 3061
1769, 2199, 2937
1733, 2184, 2634
1914, 2217, 2539
1873, 2213, 2359
1735, 2194, 2209
1678, 2226, 2114
1717, 2318, 2030
1810, 2451, 2030
1939, 2446, 2065
1936, 2292, 2175
1798, 2327, 2429
1839, 2325, 2674
1969, 2353, 2992
1955, 2303, 3168
1995, 2255, 3198
2000, 2274, 3159
2062, 2299, 2987
2033, 2343, 2834
2000, 2416, 2654
1945, 2371, 2307
2023, 2335, 2067
1947, 2374, 1870
1859, 2442, 1792
1845, 2478, 1746
1907, 2529, 1635
1931, 2527, 1687
1850, 2467, 1809
1901, 2345, 2079
1775, 2262, 2147
1747, 2231, 2463
1587, 2211, 2779
1646, 2169, 3029
1723, 2235, 3245
1706, 2246, 3377
1712, 2110, 3402
1763, 2101, 3374
1853, 2117, 3185
1872, 2182, 3018
1978, 2288, 2858
2065, 2186, 2611
2033, 2080, 2393
1927, 2053, 2096
1761, 2131, 1845
1712, 2290, 1750
1925, 2381, 1652
2064, 2427, 1621
2090, 2361, 1727
1993, 2198, 2024
1893, 2098, 2352
1897, 2128, 2550
1968, 2173, 2772
1969, 2202, 2909
1907, 2195, 2991
1873, 2196, 3103
1903, 2186, 3029
