1617, 2280, 2461
1614, 2268, 2447
1579, 2243, 2437
1565, 2207, 2451
1578, 2210, 2465
1582, 2223, 2509
1610, 2190, 2530
1585, 2162, 2513
1584, 2180, 2480
1593, 2186, 2480
1621, 2178, 2462
1627, 2201, 2470
1631, 2219, 2448
1631, 2224, 2439
1638, 2231, 2445
1621, 2211, 2443
1625, 2190, 2437
1643, 2171, 2429
1638, 2181, 2448
1663, 2191, 2431
1671, 2173, 2414
1661, 2194, 2416
1681, 2224, 2431
1680, 2238, 2426
1670, 2235, 2443
1665, 2240, 2454
1673, 2242, 2438
1647, 2255, 2448
1595, 2234, 2459
1609, 2183, 2459
1593, 2191, 2463
1622, 2192, 2480
1642, 2199, 2490
1649, 2203, 2495
1686, 2249, 2496
1680, 2252, 2502
1677, 2256, 2497
1665, 2254, 2511
1680, 2240, 2511
1657, 2222, 2529
1623, 2208, 2551
1641, 2215, 2576
1649, 2241, 2541
1654, 2226, 2518
1650, 2227, 2477
1604, 2285, 2491
1615, 2241, 2480
1593, 2259, 2490
1570, 2265, 2479
1574, 2275, 2459
1582, 2240, 2483
1614, 2251, 2483
1646, 2256, 2501
1631, 2282, 2512
1664, 2285, 2514
1681, 2282, 2518
1713, 2288, 2559
1735, 2295, 2599
1742, 2285, 2608
1741, 2258, 2613
1723, 2229, 2605
1735, 2250, 2617
1719, 2219, 2587
1769, 2224, 2622
1802, 2250, 2625
1811, 2240, 2619
1840, 2234, 2611
1865, 2247, 2597
1846, 2235, 2592
1839, 2210, 2597
1840, 2192, 2570
1807, 2218, 2576
1791, 2235, 2549
1773, 2226, 2527
1745, 2219, 2512
1747, 2245, 2527
1761, 2256, 2532
1745, 2269, 2535
1772, 2256, 2533
1728, 2222, 2551
1759, 2240, 2599
1757, 2250, 2623
1763, 2235, 2588
1658, 2194, 2553
1588, 2187, 2501
1584, 2207, 2448
1571, 2192, 2426
1631, 2178, 2403
1695, 2207, 2394
1733, 2226, 2419
1776, 2224, 2407
1838, 2226, 2383
1823, 2249, 2399
1840, 2274, 2393
1855, 2288, 2433
1839, 2260, 2416
1817, 2256, 2443
1808, 2233, 2432
1758, 2231, 2435
1786, 2259, 2465
1770, 2225, 2446
1779, 2222, 2459
1771, 2224, 2454
1802, 2233, 2448
1855, 2270, 2434
1841, 2247, 2407
1851, 2269, 2375
1846, 2247, 2378
1832, 2261, 2374
1861, 2288, 2362
1913, 2304, 2336
1925, 2294, 2346
1918, 2278, 2334
1905, 2288, 2336
1915, 2301, 2326
1942, 2335, 2320
1973, 2370, 2306
1977, 2384, 2342
1955, 2369, 2321
1917, 2353, 2341
1911, 2329, 2357
1902, 2323, 2373
1890, 2334, 2385
1893, 2343, 2386
1883, 2354, 2371
1872, 2385, 2375
1879, 2398, 2416
1898, 2446, 2421
1938, 2457, 2434
1947, 2455, 2451
1827, 2400, 2466
1734, 2297, 2443
1691, 2256, 2477
1728, 2226, 2512
1803, 2249, 2543
1879, 2281, 2522
1907, 2301, 2502
1899, 2355, 2498
1870, 2329, 2483
1917, 2289, 2474
1854, 2310, 2479
1824, 2309, 2499
1839, 2322, 2508
1855, 2341, 2529
1852, 2347, 2527
1849, 2331, 2543
1808, 2320, 2546
1789, 2331, 2559
1810, 2306, 2541
1808, 2323, 2538
1789, 2319, 2544
1783, 2316, 2579
1722, 2287, 2581
1694, 2259, 2545
1635, 2245, 2529
1606, 2246, 2544
1629, 2224, 2559
1648, 2221, 2582
1680, 2211, 2580
1725, 2231, 2588
1719, 2227, 2591
1682, 2201, 2589
1709, 2207, 2559
1722, 2201, 2559
1719, 2206, 2544
1728, 2180, 2549
1731, 2159, 2549
1755, 2137, 2559
1747, 2126, 2517
1775, 2123, 2528
1802, 2108, 2521
1815, 2101, 2529
1826, 2096, 2507
1871, 2126, 2535
1909, 2143, 2551
1910, 2157, 2533
1881, 2160, 2517
1904, 2163, 2505
1888, 2187, 2499
1909, 2155, 2475
1922, 2175, 2446
1939, 2245, 2469
1903, 2258, 2447
1927, 2227, 2459
1934, 2207, 2434
1904, 2176, 2476
1898, 2095, 2501
1855, 2073, 2487
1805, 2059, 2535
1782, 2000, 2506
1775, 2029, 2525
1786, 2112, 2519
1883, 2155, 2480
1902, 2189, 2481
1902, 2224, 2497
1922, 2251, 2512
1957, 2234, 2531
1963, 2256, 2584
1951, 2209, 2596
1906, 2112, 2506
