1631, 2201, 2432
1645, 2223, 2414
1670, 2219, 2384
1646, 2259, 2397
1669, 2299, 2366
1737, 2325, 2364
1776, 2353, 2369
1835, 2335, 2423
1840, 2306, 2454
1809, 2309, 2448
1778, 2256, 2437
1680, 2207, 2443
1623, 2192, 2462
1559, 2192, 2406
1626, 2192, 2411
1573, 2242, 2403
1634, 2247, 2420
1625, 2237, 2426
1602, 2193, 2477
1648, 2192, 2471
1651, 2169, 2475
1657, 2187, 2479
1673, 2193, 2458
1611, 2209, 2482
1613, 2203, 2479
1598, 2199, 2454
1563, 2178, 2465
1505, 2111, 2448
1431, 2085, 2416
1393, 2066, 2437
1392, 2096, 2434
1430, 2145, 2416
1491, 2176, 2389
1563, 2107, 2445
1665, 2058, 2465
1723, 2145, 2448
1738, 2247, 2441
1712, 2270, 2437
1611, 2256, 2455
1567, 2231, 2450
1488, 2195, 2480
1392, 2198, 2448
1360, 2191, 2415
1350, 2170, 2415
1401, 2138, 2461
1591, 2093, 2486
1677, 2107, 2480
1601, 2186, 2497
1479, 2239, 2486
1456, 2247, 2421
1455, 2226, 2384
1406, 2221, 2386
1439, 2242, 2356
1569, 2259, 2355
1615, 2295, 2373
1626, 2202, 2415
1616, 2129, 2429
1635, 2091, 2455
1619, 2082, 2432
1507, 2087, 2409
1413, 2067, 2389
1403, 2041, 2413
1393, 2065, 2421
1457, 2090, 2475
1554, 2094, 2467
1503, 2113, 2458
1471, 2091, 2458
1495, 2065, 2463
1599, 2004, 2435
1642, 2015, 2431
1643, 2081, 2419
1667, 2128, 2403
1552, 2130, 2403
1488, 2094, 2417
1510, 2092, 2398
1532, 2087, 2414
1520, 2043, 2433
1494, 2000, 2440
1493, 2003, 2449
1472, 2023, 2450
1478, 2030, 2431
1517, 2054, 2428
1552, 2080, 2423
1582, 2128, 2415
1611, 2169, 2416
1578, 2179, 2402
1530, 2181, 2391
1510, 2165, 2359
1517, 2133, 2395
1513, 2085, 2384
1525, 2086, 2388
1573, 2097, 2378
1589, 2144, 2384
1617, 2141, 2398
1596, 2138, 2393
1599, 2154, 2416
1591, 2151, 2419
1578, 2124, 2423
1587, 2093, 2428
1567, 2055, 2433
1566, 2035, 2442
1584, 2034, 2417
1569, 2047, 2423
1546, 2032, 2437
1535, 2047, 2433
1581, 2019, 2434
1598, 2006, 2475
1617, 2005, 2476
1616, 2017, 2473
1605, 2000, 2479
1618, 2002, 2499
1663, 1993, 2506
1699, 1999, 2498
1663, 1997, 2484
1606, 1956, 2494
1589, 1926, 2480
1585, 1942, 2462
1600, 1966, 2462
1646, 1941, 2482
1606, 1936, 2461
1620, 1951, 2458
1649, 1939, 2450
1725, 1951, 2477
1741, 1969, 2448
1737, 1958, 2436
1739, 1925, 2435
1719, 1936, 2425
1710, 1926, 2416
1698, 1919, 2433
1698, 1903, 2486
1685, 1888, 2509
1680, 1923, 2512
1706, 1925, 2553
1776, 1969, 2551
1789, 2013, 2519
1779, 1983, 2507
1801, 1934, 2503
1759, 1904, 2497
1729, 1906, 2531
1756, 1895, 2553
1796, 1898, 2546
1757, 1873, 2544
1707, 1859, 2577
1669, 1825, 2534
1658, 1786, 2514
1690, 1802, 2496
1744, 1803, 2514
1796, 1840, 2512
1818, 1873, 2525
1844, 1953, 2545
1840, 1983, 2525
1777, 1966, 2544
1734, 1958, 2541
1716, 1989, 2512
1664, 2028, 2491
1630, 2026, 2464
1607, 1974, 2474
1565, 1954, 2498
1613, 1904, 2529
1623, 1879, 2533
1583, 1894, 2559
1627, 1893, 2513
1644, 1951, 2481
1662, 2030, 2480
1751, 2071, 2458
1780, 2115, 2477
1777, 2095, 2470
1776, 2066, 2446
1747, 2064, 2405
1696, 2025, 2386
1670, 1965, 2379
1644, 1972, 2381
1603, 2009, 2392
1583, 2000, 2403
1637, 2030, 2458
1705, 2096, 2499
1761, 2157, 2516
1904, 2225, 2541
1987, 2251, 2507
1874, 2231, 2495
1793, 2198, 2479
1757, 2177, 2438
1729, 2162, 2475
1763, 2185, 2449
1803, 2206, 2473
1792, 2218, 2474
1758, 2214, 2478
1787, 2174, 2471
1755, 2167, 2480
1737, 2190, 2512
1747, 2224, 2494
1759, 2266, 2477
1786, 2245, 2510
1799, 2126, 2499
1763, 2007, 2506
1775, 1974, 2511
1840, 1999, 2474
1836, 2093, 2447
1838, 2145, 2453
1838, 2157, 2449
